ID_Venda,ID_Cliente,Produto,Categoria,Quantidade,Preço,Data
1946,260,Teclado,Imagem,4.0,2523.83,2024-04-18
1947,614,Notebook,Acessórios,1.0,3899.21,2024-04-28
1948,670,Impressora,Imagem,4.0,4000.29,2024-11-04
1949,898,Câmera,Periféricos,5.0,1125.01,2024-03-10
1950,159,Notebook,Acessórios,3.0,2379.16,2024-06-28
1951,567,Smartphone,Periféricos,,4251.55,2024-05-19
1952,285,Câmera,Imagem,5.0,4522.88,2024-11-18
1953,979,Smartwatch,Acessórios,1.0,2056.74,2024-05-12
1954,127,Notebook,Imagem,2.0,1692.74,2024-10-24
1955,253,Monitor,Acessórios,,4729.61,2024-06-26
1956,694,Notebook,Portáteis,4.0,2563.13,2024-04-13
1957,452,Mouse,Acessórios,4.0,884.24,2024-09-16
1958,551,Mouse,Acessórios,4.0,4883.01,2024-03-21
1959,442,Mouse,Acessórios,3.0,4332.98,2024-11-02
1960,102,Câmera,Periféricos,2.0,1482.22,2024-08-25
1961,828,Câmera,Periféricos,5.0,2016.59,2024-03-20
1962,124,Smartwatch,Periféricos,5.0,346.97,2024-03-26
1963,33,Câmera,Portáteis,2.0,995.1,2024-03-14
1964,968,Câmera,Periféricos,2.0,2130.36,2023-12-04
1965,235,Smartphone,Periféricos,4.0,1660.14,2024-02-04
1966,628,Teclado,Acessórios,,1342.36,2024-08-27
1967,406,Impressora,Imagem,5.0,3133.23,2024-08-16
1968,363,Impressora,Portáteis,3.0,1080.05,2024-10-08
1969,30,Teclado,Periféricos,4.0,3402.91,2024-09-29
1970,998,Smartphone,Acessórios,1.0,350.34,2024-01-08
1971,733,Monitor,Imagem,2.0,859.69,2024-05-23
1972,511,Fone de Ouvido,Portáteis,2.0,1541.05,2024-07-22
1973,937,Câmera,Imagem,3.0,2872.39,2024-02-15
1974,336,Smartwatch,Imagem,,4680.74,2024-03-15
1975,374,Impressora,Imagem,5.0,4951.09,2024-09-20
1976,959,Teclado,Portáteis,5.0,4101.46,2023-12-24
1977,619,Câmera,Acessórios,2.0,511.82,2024-05-05
1978,947,Mouse,Periféricos,5.0,1940.75,2024-01-16
1979,226,Tablet,Periféricos,2.0,4589.72,2024-03-05
1980,174,Impressora,Periféricos,1.0,2907.89,2024-09-17
1981,488,Notebook,Acessórios,2.0,400.03,2024-09-01
1982,980,Notebook,Acessórios,4.0,2232.99,2024-07-12
1983,204,Impressora,Portáteis,2.0,433.19,2024-01-21
1984,239,Impressora,Periféricos,4.0,952.97,2024-06-09
1985,530,Câmera,Imagem,1.0,1897.12,2023-12-13
1986,470,Fone de Ouvido,Periféricos,4.0,553.49,2023-11-21
1987,735,Notebook,Periféricos,1.0,4484.13,2024-09-09
1988,972,Smartwatch,Portáteis,2.0,3428.5,2024-03-22
1989,740,Fone de Ouvido,Imagem,5.0,3100.4,2024-10-15
1990,371,Notebook,Periféricos,5.0,1652.03,2024-11-13
1991,730,Notebook,Acessórios,3.0,4780.77,2024-03-21
1992,208,Monitor,Acessórios,2.0,52.9,2024-10-23
1993,830,Fone de Ouvido,Portáteis,3.0,820.07,2024-09-01
1994,180,Smartphone,Periféricos,1.0,2884.06,2024-01-21
1995,681,Monitor,Periféricos,2.0,2584.33,2024-10-04
1996,566,Notebook,Acessórios,5.0,153.39,2024-07-04
1997,692,Smartwatch,Periféricos,3.0,3797.44,2024-10-13
1998,405,Smartwatch,Periféricos,2.0,3097.84,2024-05-22
1999,550,Fone de Ouvido,Imagem,2.0,1583.36,2024-01-14
2000,428,Mouse,Portáteis,2.0,1527.44,2024-04-09
2001,525,Fone de Ouvido,Portáteis,2.0,2950.84,2024-01-28
2002,231,,Imagem,2.0,3822.68,2024-08-30
2003,77,Fone de Ouvido,Periféricos,3.0,3068.18,2024-09-08
2004,980,Tablet,Periféricos,3.0,4435.45,2024-04-12
2005,88,Impressora,Acessórios,4.0,2912.22,2024-11-18
2006,953,Smartwatch,Portáteis,5.0,3166.21,2023-12-24
2007,35,Câmera,Portáteis,1.0,863.19,2024-04-18
2008,52,Fone de Ouvido,Portáteis,2.0,1921.44,2024-09-20
2009,687,Fone de Ouvido,Imagem,2.0,4699.32,2024-02-03
2010,173,Smartphone,Acessórios,2.0,2678.87,2024-04-15
2011,61,Monitor,Acessórios,3.0,1972.47,2024-05-26
2012,215,Tablet,Acessórios,2.0,1131.45,2024-06-02
2013,287,Impressora,Acessórios,4.0,2132.55,2024-07-30
2014,672,Fone de Ouvido,Portáteis,2.0,1313.42,2024-03-06
2015,842,Câmera,Imagem,3.0,3794.18,2024-10-12
2016,339,Smartwatch,Imagem,3.0,4370.88,2024-04-15
2017,560,Smartphone,Imagem,1.0,2994.4,2024-07-15
2018,177,Câmera,Portáteis,5.0,4850.41,2024-06-11
2019,192,,Imagem,1.0,2346.9,2024-03-31
2020,641,,Imagem,3.0,2459.29,2024-09-19
2021,648,Smartwatch,Imagem,5.0,2233.01,2024-06-14
2022,175,Smartphone,Portáteis,3.0,4608.86,2024-10-27
2023,606,Impressora,Periféricos,3.0,1883.1,2024-03-08
2024,37,Notebook,Periféricos,2.0,444.42,2024-02-28
2025,156,Smartwatch,Periféricos,2.0,3436.21,2024-06-14
2026,185,Smartwatch,Imagem,1.0,4935.14,2024-09-21
2027,642,Câmera,Portáteis,3.0,1249.39,2024-03-27
2028,801,Smartphone,Imagem,1.0,1102.42,2024-04-13
2029,959,Smartphone,Periféricos,4.0,1047.72,2024-05-10
2030,620,Smartwatch,Portáteis,5.0,1309.53,2024-03-21
2031,268,Teclado,Periféricos,5.0,3873.97,2023-11-23
2032,234,Teclado,Periféricos,3.0,1529.73,2024-09-26
2033,551,Câmera,Periféricos,1.0,312.19,2024-04-27
2034,820,Smartphone,Periféricos,2.0,4523.62,2024-02-05
2035,753,Mouse,Periféricos,1.0,127.62,2024-08-15
2036,82,Impressora,Periféricos,1.0,2807.92,2024-01-29
2037,54,Monitor,Imagem,1.0,4409.27,2023-12-22
2038,865,Mouse,Imagem,4.0,2846.03,2024-04-25
2039,216,Teclado,Portáteis,2.0,1220.49,2024-03-19
2040,740,Smartphone,Portáteis,5.0,704.39,2024-08-02
2041,40,Impressora,Acessórios,1.0,3339.92,2024-04-02
2042,361,Teclado,Portáteis,2.0,4687.88,2024-06-27
2043,736,Tablet,Imagem,1.0,3005.14,2023-11-29
2044,82,Mouse,Imagem,2.0,646.72,2024-08-29
2045,917,Fone de Ouvido,Acessórios,2.0,931.54,2024-02-22
2046,451,Tablet,Portáteis,2.0,902.81,2024-10-02
2047,137,Mouse,Imagem,4.0,4827.06,2024-10-28
2048,258,Tablet,Acessórios,3.0,973.9,2024-09-20
2049,129,Fone de Ouvido,Imagem,1.0,2746.15,2024-08-13
2050,273,Tablet,Portáteis,4.0,1797.27,2024-04-05
2051,125,Fone de Ouvido,Portáteis,3.0,3630.57,2024-09-20
2052,431,Impressora,Acessórios,1.0,3646.91,2024-01-15
2053,86,Câmera,Portáteis,4.0,3930.7,2024-08-08
2054,432,Smartwatch,Acessórios,3.0,888.33,2024-07-13
2055,963,Smartwatch,Portáteis,1.0,661.42,2024-03-06
2056,803,Teclado,Acessórios,3.0,3848.28,2024-04-06
2057,11,Mouse,Periféricos,2.0,3125.33,2023-12-09
2058,469,Mouse,Portáteis,1.0,3741.92,2024-01-22
2059,480,Impressora,Imagem,1.0,3037.36,2023-12-12
2060,460,Monitor,Imagem,2.0,4401.83,2024-09-27
2061,712,Fone de Ouvido,Periféricos,5.0,4738.23,2024-01-30
2062,551,Smartwatch,Periféricos,2.0,412.27,2023-11-24
2063,258,Monitor,Periféricos,5.0,1109.55,2024-08-08
2064,322,Smartphone,Imagem,1.0,328.46,2023-12-31
2065,35,Câmera,Imagem,4.0,2015.7,2024-02-14
2066,143,Smartphone,Acessórios,5.0,2229.42,2024-04-22
2067,884,Notebook,Portáteis,2.0,3485.37,2024-03-21
2068,480,Fone de Ouvido,Periféricos,4.0,1826.57,2024-09-08
2069,632,Notebook,Periféricos,2.0,4408.52,2024-06-23
2070,765,Impressora,Imagem,5.0,2444.32,2024-06-01
2071,577,Smartphone,Periféricos,3.0,3342.33,2024-04-07
2072,884,Smartwatch,Imagem,5.0,2451.15,2024-02-13
2073,605,Smartwatch,Imagem,4.0,4927.15,2024-09-14
2074,775,Tablet,Imagem,2.0,1525.34,2024-05-08
2075,360,Monitor,Imagem,1.0,2392.12,2024-04-04
2076,10,Mouse,Acessórios,1.0,3652.81,2024-02-27
2077,128,Smartwatch,Periféricos,2.0,322.69,2024-09-15
2078,84,Notebook,Acessórios,1.0,1876.15,2024-03-05
2079,251,Câmera,Imagem,5.0,4746.64,2024-10-23
2080,476,Monitor,Acessórios,5.0,4451.44,2024-07-18
2081,795,Teclado,Acessórios,3.0,1737.16,2024-11-12
2082,360,Impressora,Imagem,5.0,757.85,2024-01-10
2083,382,Impressora,Acessórios,1.0,3920.19,2023-12-11
2084,237,Mouse,Periféricos,1.0,801.69,2024-07-27
2085,647,Teclado,Periféricos,4.0,1520.74,2024-11-14
2086,179,Smartphone,Acessórios,4.0,4349.76,2024-07-06
2087,336,Câmera,Portáteis,1.0,3043.49,2024-07-11
2088,15,Fone de Ouvido,Periféricos,5.0,463.04,2024-07-07
2089,543,Teclado,Acessórios,5.0,2810.14,2024-06-17
2090,84,Monitor,Acessórios,2.0,4782.91,2024-02-04
2091,391,Impressora,Portáteis,1.0,3559.31,2023-12-22
2092,910,Impressora,Acessórios,4.0,1406.14,2024-02-13
2093,581,Smartwatch,Portáteis,2.0,1396.5,2024-08-31
2094,366,Smartwatch,Acessórios,1.0,1015.84,2024-09-15
2095,94,Tablet,Acessórios,5.0,3200.99,2024-04-26
2096,143,Tablet,Periféricos,1.0,461.01,2024-09-29
2097,681,Smartphone,Periféricos,4.0,4485.84,2024-06-26
2098,941,Notebook,Acessórios,5.0,1027.84,2024-07-28
2099,694,Smartwatch,Periféricos,3.0,1186.45,2024-02-14
2100,119,Monitor,Imagem,3.0,4565.14,2024-09-06
2101,525,Câmera,Portáteis,5.0,2440.02,2024-02-27
2102,44,Smartphone,Portáteis,2.0,3256.41,2024-11-01
2103,961,Mouse,Imagem,4.0,2672.49,2024-10-05
2104,642,Mouse,Imagem,2.0,1619.17,2024-10-13
2105,312,Câmera,Periféricos,4.0,317.8,2024-10-17
2106,83,Smartphone,Periféricos,1.0,3731.79,2024-09-24
2107,677,Smartphone,Acessórios,5.0,3820.08,2024-09-27
2108,599,Smartwatch,Acessórios,3.0,4797.34,2024-07-24
2109,601,Impressora,Imagem,2.0,3586.35,2023-12-15
2110,996,Mouse,Acessórios,5.0,4666.95,2024-09-29
2111,92,Tablet,Periféricos,2.0,2199.99,2024-04-15
2112,452,Fone de Ouvido,Imagem,4.0,1884.41,2024-04-06
2113,869,Smartphone,Acessórios,5.0,3483.19,2024-08-29
2114,665,Câmera,Portáteis,3.0,3496.48,2024-03-25
2115,243,Mouse,Acessórios,2.0,1680.59,2023-11-27
2116,293,Mouse,Imagem,5.0,500.16,2024-07-11
2117,532,Teclado,Imagem,1.0,4590.89,2024-09-19
2118,578,Smartwatch,Portáteis,1.0,2067.72,2024-04-09
2119,822,Smartphone,Periféricos,5.0,3455.23,2024-07-23
2120,609,Notebook,Imagem,1.0,3962.97,2024-02-04
2121,671,Câmera,Portáteis,2.0,1966.38,2024-08-01
2122,30,Tablet,Portáteis,5.0,2627.28,2024-04-05
2123,774,Fone de Ouvido,Periféricos,4.0,4788.43,2024-10-16
2124,236,Smartphone,Periféricos,2.0,2907.61,2024-04-22
2125,905,Fone de Ouvido,Periféricos,1.0,2288.79,2023-12-24
2126,54,Smartphone,Acessórios,5.0,703.7,2024-10-14
2127,63,Monitor,Periféricos,4.0,1182.44,2024-08-05
2128,21,Monitor,Portáteis,2.0,510.29,2023-12-09
2129,51,Teclado,Acessórios,3.0,4346.07,2024-07-17
2130,978,Câmera,Portáteis,4.0,642.68,2024-06-06
2131,720,Smartphone,Portáteis,3.0,1689.19,2024-04-30
2132,718,Teclado,Imagem,5.0,2446.97,2024-01-09
2133,476,Smartphone,Imagem,5.0,4483.8,2024-04-18
2134,299,Mouse,Acessórios,4.0,3613.68,2024-08-31
2135,107,Smartwatch,Imagem,1.0,800.4,2024-06-12
2136,665,Tablet,Imagem,3.0,758.42,2024-01-08
2137,498,,Periféricos,2.0,1462.92,2024-07-24
2138,982,Monitor,Portáteis,1.0,3798.2,2024-09-09
2139,741,Fone de Ouvido,Acessórios,1.0,2192.13,2024-07-24
2140,679,Teclado,Portáteis,1.0,2015.33,2024-09-14
2141,473,Smartphone,Portáteis,4.0,161.03,2024-04-15
2142,178,Impressora,Periféricos,4.0,4419.04,2024-02-10
2143,54,Notebook,Periféricos,1.0,2734.68,2024-09-22
2144,878,Câmera,Acessórios,4.0,3302.1,2023-12-08
2145,480,Mouse,Imagem,2.0,3657.28,2024-09-03
2146,596,Smartwatch,Periféricos,5.0,3051.69,2024-04-10
2147,831,Câmera,Imagem,3.0,1134.06,2023-11-22
2148,321,Câmera,Imagem,2.0,3916.04,2024-01-05
2149,809,Notebook,Portáteis,2.0,1025.29,2024-01-26
2150,183,Tablet,Imagem,2.0,2027.84,2024-05-12
2151,901,Smartphone,Portáteis,4.0,269.55,2024-01-09
2152,527,Impressora,Imagem,3.0,2896.27,2024-04-25
2153,345,Smartphone,Periféricos,1.0,4393.98,2024-10-21
2154,659,Teclado,Imagem,2.0,1317.06,2023-12-16
2155,480,Teclado,Portáteis,3.0,3808.44,2024-08-07
2156,329,,Periféricos,3.0,4948.24,2024-10-01
2157,607,Teclado,Periféricos,1.0,1899.01,2024-02-20
2158,612,Mouse,Periféricos,3.0,551.03,2024-05-29
2159,609,Tablet,Imagem,5.0,4119.84,2024-10-07
2160,655,Monitor,Periféricos,4.0,4786.68,2024-11-03
2161,102,Smartphone,Acessórios,5.0,2410.06,2024-08-30
2162,739,Tablet,Imagem,4.0,3751.34,2024-07-18
2163,418,Smartphone,Periféricos,1.0,1490.35,2024-01-22
2164,523,Câmera,Periféricos,4.0,3912.69,2024-08-15
2165,823,Smartwatch,Portáteis,4.0,2591.39,2024-01-30
2166,62,Teclado,Acessórios,5.0,2750.21,2024-07-06
2167,289,Smartwatch,Periféricos,4.0,2881.04,2024-03-23
2168,618,Impressora,Portáteis,4.0,4742.26,2024-01-20
2169,397,Teclado,Imagem,1.0,3638.44,2024-02-27
2170,934,Fone de Ouvido,Imagem,5.0,2926.88,2023-12-18
2171,856,Monitor,Imagem,4.0,4731.86,2024-02-15
2172,286,Monitor,Portáteis,3.0,4355.03,2024-04-08
2173,264,Smartwatch,Acessórios,5.0,341.31,2024-02-29
2174,253,Teclado,Imagem,3.0,1279.62,2024-06-02
2175,897,Impressora,Periféricos,4.0,663.95,2024-01-17
2176,980,Monitor,Acessórios,3.0,1191.13,2024-02-28
2177,227,Mouse,Imagem,2.0,1995.38,2024-02-17
2178,575,Fone de Ouvido,Portáteis,1.0,1878.42,2023-11-24
2179,345,Smartwatch,Periféricos,4.0,1256.77,2024-02-06
2180,135,Impressora,Portáteis,2.0,200.98,2023-12-31
2181,747,Câmera,Acessórios,3.0,298.83,2024-03-21
2182,917,Teclado,Imagem,1.0,112.48,2024-09-14
2183,958,Impressora,Portáteis,2.0,677.07,2024-08-18
2184,582,Fone de Ouvido,Periféricos,2.0,4297.11,2024-07-10
2185,335,Monitor,Portáteis,5.0,2790.41,2024-07-08
2186,614,Tablet,Acessórios,3.0,2949.27,2023-12-14
2187,637,Fone de Ouvido,Acessórios,1.0,4344.04,2024-10-30
2188,775,Câmera,Acessórios,2.0,1738.38,2024-08-24
2189,808,Câmera,Periféricos,5.0,3248.92,2024-03-26
2190,136,Câmera,Imagem,3.0,4276.28,2023-12-11
2191,988,Smartphone,Portáteis,4.0,4286.25,2024-01-21
2192,307,Tablet,Portáteis,4.0,2106.98,2024-04-28
2193,876,Fone de Ouvido,Periféricos,4.0,4531.38,2024-09-14
2194,659,Mouse,Imagem,1.0,1538.48,2024-10-03
2195,468,Tablet,Imagem,4.0,1135.26,2024-04-24
2196,724,Tablet,Periféricos,2.0,4454.95,2024-01-07
2197,103,Notebook,Portáteis,5.0,2829.04,2023-12-24
2198,273,Teclado,Imagem,3.0,3833.69,2024-06-10
2199,494,Smartwatch,Imagem,2.0,2637.2,2024-03-19
2200,254,Smartwatch,Acessórios,3.0,1929.68,2023-12-28
2201,741,Smartwatch,Portáteis,1.0,3731.55,2024-09-24
2202,649,Tablet,Imagem,4.0,4368.94,2024-02-05
2203,910,Notebook,Imagem,5.0,3541.45,2024-05-09
2204,311,Notebook,Imagem,4.0,1235.29,2024-07-09
2205,238,Smartwatch,Portáteis,5.0,775.33,2024-04-28
2206,970,Fone de Ouvido,Imagem,4.0,482.22,2024-10-25
2207,600,Notebook,Imagem,3.0,2337.14,2024-05-26
2208,957,Monitor,Acessórios,3.0,2527.43,2024-02-04
2209,684,Notebook,Imagem,5.0,4704.66,2024-06-10
2210,701,Fone de Ouvido,Imagem,1.0,1039.46,2024-10-28
2211,31,Notebook,Periféricos,1.0,480.3,2024-04-08
2212,78,Fone de Ouvido,Portáteis,5.0,4930.94,2024-05-07
2213,181,Notebook,Portáteis,3.0,3594.36,2023-12-14
2214,863,Notebook,Portáteis,5.0,3206.48,2024-02-03
2215,58,Câmera,Periféricos,1.0,3714.15,2024-01-05
2216,373,Notebook,Imagem,2.0,4683.21,2024-06-29
2217,216,Smartphone,Acessórios,4.0,3995.13,2024-06-16
2218,637,Smartphone,Acessórios,1.0,4642.85,2023-12-20
2219,435,Smartwatch,Acessórios,2.0,1212.31,2024-10-01
2220,160,Câmera,Imagem,5.0,1295.66,2024-05-07
2221,822,Impressora,Imagem,2.0,180.89,2024-06-19
2222,117,Mouse,Periféricos,3.0,2758.17,2024-09-13
2223,645,Monitor,Periféricos,3.0,1712.53,2024-03-07
2224,1000,Mouse,Periféricos,4.0,1129.68,2024-05-22
2225,33,Notebook,Periféricos,3.0,1216.54,2024-07-11
2226,491,,Imagem,2.0,2050.51,2024-08-29
2227,751,Câmera,Portáteis,1.0,3718.49,2024-07-03
2228,626,Mouse,Periféricos,5.0,2797.7,2023-11-24
2229,797,Smartphone,Acessórios,1.0,275.14,2024-07-18
2230,219,Notebook,Acessórios,2.0,2182.58,2024-10-27
2231,375,Câmera,Imagem,3.0,2011.9,2024-05-31
2232,426,Teclado,Periféricos,4.0,1440.64,2024-08-12
2233,316,Teclado,Imagem,3.0,3677.27,2024-06-23
2234,848,Impressora,Portáteis,4.0,1155.91,2024-06-13
2235,940,Smartphone,Portáteis,3.0,1633.92,2024-03-11
2236,701,Fone de Ouvido,Acessórios,2.0,1078.03,2024-08-07
2237,652,Teclado,Imagem,3.0,2485.72,2024-07-02
2238,799,Notebook,Periféricos,2.0,787.9,2024-10-25
2239,405,Smartwatch,Imagem,4.0,1067.08,2024-08-31
2240,397,Mouse,Periféricos,5.0,4035.77,2024-05-05
2241,321,Câmera,Imagem,4.0,1947.54,2024-06-15
2242,12,Smartwatch,Portáteis,5.0,572.36,2024-01-05
2243,972,Fone de Ouvido,Acessórios,4.0,3852.28,2024-09-04
2244,950,Fone de Ouvido,Periféricos,2.0,1892.71,2024-02-22
2245,309,Monitor,Imagem,4.0,949.95,2024-08-24
2246,704,Fone de Ouvido,Imagem,4.0,1837.98,2024-10-06
2247,344,Notebook,Periféricos,3.0,1353.18,2024-07-03
2248,69,Smartwatch,Portáteis,2.0,4225.41,2023-12-07
2249,459,Smartwatch,Acessórios,3.0,1201.34,2024-10-06
2250,555,Monitor,Imagem,3.0,3053.36,2024-08-08
2251,724,Fone de Ouvido,Portáteis,4.0,1697.7,2023-12-02
2252,217,Monitor,Imagem,4.0,3874.04,2024-11-08
2253,726,,Acessórios,,2927.34,2024-01-19
2254,169,Teclado,Acessórios,4.0,4667.05,2024-10-21
2255,113,Mouse,Imagem,1.0,2315.12,2024-09-29
2256,206,Smartwatch,Periféricos,1.0,3358.92,2024-04-02
2257,898,Monitor,Acessórios,3.0,1615.74,2023-11-27
2258,747,Teclado,Portáteis,5.0,4446.75,2024-03-21
2259,138,Teclado,Portáteis,1.0,1800.26,2024-07-05
2260,722,Fone de Ouvido,Portáteis,1.0,2239.82,2024-07-19
2261,366,Impressora,Imagem,3.0,1097.51,2024-06-24
2262,626,Fone de Ouvido,Periféricos,3.0,287.15,2024-10-22
2263,501,Monitor,Periféricos,1.0,1324.98,2024-10-09
2264,183,Notebook,Imagem,4.0,231.74,2024-11-18
2265,32,Mouse,Portáteis,4.0,2091.64,2024-08-29
2266,777,Tablet,Imagem,3.0,2125.18,2024-03-22
2267,964,Smartwatch,Imagem,5.0,3081.55,2024-02-24
2268,775,Smartphone,Portáteis,2.0,4270.99,2024-01-22
2269,854,Teclado,Acessórios,4.0,1404.69,2023-12-03
2270,61,Mouse,Periféricos,2.0,1660.52,2024-05-07
2271,857,Câmera,Portáteis,3.0,3238.83,2024-10-03
2272,760,Impressora,Acessórios,1.0,766.96,2024-06-22
2273,310,Tablet,Acessórios,2.0,3298.34,2023-12-20
2274,955,Monitor,Acessórios,2.0,4095.86,2024-10-20
2275,757,Smartwatch,Acessórios,3.0,3753.36,2024-03-29
2276,803,Tablet,Periféricos,1.0,2483.06,2024-01-03
2277,405,Teclado,Imagem,2.0,381.76,2024-09-14
2278,808,Monitor,Portáteis,5.0,4719.88,2023-12-25
2279,109,Mouse,Imagem,4.0,1802.58,2024-05-04
2280,854,Monitor,Imagem,2.0,4918.3,2024-09-30
2281,342,Fone de Ouvido,Acessórios,3.0,2768.7,2024-09-16
2282,812,Notebook,Imagem,5.0,2836.93,2024-07-09
2283,533,Fone de Ouvido,Acessórios,1.0,4144.82,2024-08-03
2284,218,,Imagem,1.0,3393.9,2024-06-24
2285,826,Smartwatch,Periféricos,1.0,1617.31,2024-10-28
2286,681,Smartphone,Portáteis,5.0,450.45,2024-04-21
2287,147,Smartphone,Acessórios,5.0,1327.58,2024-09-19
2288,797,Monitor,Periféricos,2.0,4303.8,2024-09-20
2289,785,Notebook,Periféricos,2.0,4363.56,2024-10-11
2290,35,Teclado,Portáteis,5.0,2985.3,2023-12-19
2291,798,Mouse,Imagem,4.0,2066.44,2024-08-29
2292,321,Fone de Ouvido,Acessórios,2.0,615.1,2024-10-31
2293,907,Tablet,Periféricos,3.0,2115.29,2024-05-25
2294,236,Smartwatch,Portáteis,1.0,2281.88,2024-06-25
2295,512,,Periféricos,5.0,2109.8,2024-01-27
2296,806,Mouse,Imagem,3.0,1235.01,2024-06-06
2297,577,Fone de Ouvido,Imagem,5.0,4317.26,2023-12-01
2298,318,Smartwatch,Acessórios,2.0,519.15,2023-12-19
2299,934,Smartwatch,Portáteis,4.0,523.26,2024-01-18
2300,699,Mouse,Acessórios,4.0,1293.32,2024-07-05
2301,798,Monitor,Portáteis,3.0,1470.74,2024-09-29
2302,781,Notebook,Periféricos,2.0,4251.91,2024-01-03
2303,10,Teclado,Acessórios,1.0,2125.87,2024-08-20
2304,348,Monitor,Periféricos,2.0,3056.34,2023-12-12
2305,702,Notebook,Periféricos,1.0,2768.53,2024-02-22
2306,335,Smartphone,Portáteis,3.0,4172.26,2024-09-21
2307,39,Teclado,Portáteis,2.0,3134.05,2023-12-01
2308,221,Mouse,Imagem,2.0,647.71,2024-09-07
2309,45,Mouse,Periféricos,3.0,3793.99,2024-07-19
2310,408,Impressora,Imagem,5.0,1473.32,2024-04-27
2311,186,Smartphone,Imagem,3.0,3790.92,2024-08-19
2312,609,Notebook,Periféricos,3.0,943.87,2024-08-26
2313,134,Câmera,Imagem,3.0,1324.13,2024-11-01
2314,645,Mouse,Imagem,3.0,2284.89,2024-04-03
2315,646,Impressora,Periféricos,1.0,1789.66,2024-10-07
2316,119,,Acessórios,2.0,1763.96,2023-12-12
2317,375,Impressora,Acessórios,4.0,168.03,2024-03-28
2318,110,Smartphone,Acessórios,1.0,4453.52,2024-05-19
2319,654,Smartphone,Periféricos,3.0,4987.78,2024-07-09
2320,419,Mouse,Imagem,3.0,1917.63,2024-02-04
2321,669,Smartwatch,Imagem,,2417.88,2024-02-02
2322,944,Monitor,Acessórios,1.0,4505.47,2024-01-21
2323,679,Tablet,Periféricos,1.0,1690.96,2024-06-03
2324,764,Teclado,Portáteis,1.0,562.75,2024-05-02
2325,995,Mouse,Portáteis,2.0,2188.71,2024-05-16
2326,60,Notebook,Acessórios,1.0,1849.67,2024-09-24
2327,319,Tablet,Acessórios,2.0,3918.67,2024-08-26
2328,441,Notebook,Imagem,4.0,3502.26,2024-03-29
2329,826,Smartwatch,Imagem,4.0,2588.96,2024-06-28
2330,115,Tablet,Acessórios,5.0,1559.67,2024-03-04
2331,770,Notebook,Portáteis,5.0,1627.48,2024-10-25
2332,582,Monitor,Acessórios,4.0,1728.1,2024-03-07
2333,571,Mouse,Periféricos,2.0,209.58,2024-01-12
2334,956,Câmera,Acessórios,4.0,2452.95,2024-02-26
2335,473,Tablet,Imagem,5.0,3950.13,2024-03-22
2336,837,Fone de Ouvido,Acessórios,3.0,3539.61,2024-01-08
2337,338,Monitor,Acessórios,1.0,3271.76,2023-12-27
2338,122,Câmera,Imagem,2.0,2393.63,2024-02-21
2339,969,Monitor,Portáteis,5.0,3883.32,2024-09-05
2340,451,Mouse,Portáteis,3.0,4544.14,2024-02-21
2341,330,Tablet,Periféricos,1.0,3177.29,2024-02-03
2342,727,Monitor,Acessórios,4.0,3572.07,2024-06-28
2343,41,Smartwatch,Portáteis,2.0,2863.38,2024-07-23
2344,679,Monitor,Acessórios,1.0,2482.71,2024-03-15
2345,712,Smartwatch,Portáteis,3.0,903.91,2023-12-10
2346,823,Impressora,Portáteis,1.0,3024.21,2024-05-24
2347,597,Smartwatch,Portáteis,2.0,803.4,2024-07-31
2348,822,Smartphone,Imagem,4.0,3277.87,2023-12-05
2349,448,Monitor,Periféricos,1.0,4587.47,2023-12-08
2350,161,Notebook,Portáteis,5.0,262.06,2024-05-01
2351,763,Impressora,Acessórios,1.0,4387.21,2024-07-29
2352,269,Câmera,Periféricos,5.0,711.54,2024-07-31
2353,20,Fone de Ouvido,Periféricos,4.0,3316.3,2024-03-30
2354,873,Mouse,Acessórios,5.0,519.44,2024-11-14
2355,904,Tablet,Portáteis,1.0,3884.18,2024-09-27
2356,907,Smartwatch,Periféricos,4.0,3124.16,2024-11-04
2357,310,Impressora,Periféricos,3.0,1832.16,2024-06-29
2358,218,Fone de Ouvido,Imagem,5.0,660.62,2024-03-22
2359,456,Tablet,Imagem,5.0,3325.02,2024-10-10
2360,232,Mouse,Portáteis,5.0,3049.9,2024-05-06
2361,37,Câmera,Acessórios,4.0,3956.19,2024-01-23
2362,143,Impressora,Periféricos,5.0,4294.11,2024-08-01
2363,841,Impressora,Portáteis,5.0,3836.6,2024-02-24
2364,535,Smartwatch,Periféricos,1.0,4994.23,2023-12-17
2365,482,Mouse,Imagem,3.0,3762.62,2024-03-01
2366,490,Câmera,Portáteis,5.0,1446.32,2024-04-24
2367,145,Mouse,Acessórios,3.0,2219.28,2024-01-04
2368,617,Impressora,Periféricos,2.0,3520.91,2024-01-14
2369,163,Impressora,Acessórios,4.0,4363.27,2024-04-18
2370,104,Impressora,Portáteis,4.0,4649.19,2024-08-26
2371,21,Smartwatch,Periféricos,4.0,2921.82,2024-11-15
2372,864,Mouse,Imagem,1.0,700.71,2024-05-28
2373,654,Monitor,Acessórios,3.0,3842.25,2024-03-26
2374,742,Tablet,Periféricos,3.0,986.46,2024-08-29
2375,238,Teclado,Periféricos,2.0,4898.34,2024-02-01
2376,265,Câmera,Acessórios,5.0,2319.42,2023-11-25
2377,125,Monitor,Imagem,4.0,454.59,2024-11-09
